"projectID";"topic";"title"
"755129";"ERC-2017-STG";"ERC Starting Grant"
"774210";"SFS-39-2017";"How to tackle the childhood obesity epidemic?"
"730747";"FTIPilot-01-2016";"Fast Track to Innovation Pilot"
"970619";"EIC-SMEInst-2018-2020";"SME instrument"
"101024300";"MSCA-IF-2020";"Individual Fellowships"
"861874";"INNOSUP-04-2019";"Workplace innovation uptake by SMEs"
"728499";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"835589";"MSCA-IF-2018";"Individual Fellowships"
"826712";"EIC-SMEInst-2018-2020";"SME instrument"
"790993";"SMEInst-07-2016-2017";"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
"688146";"ICT-04-2015";"Customised and low power computing"
"855726";"EIC-SMEInst-2018-2020";"SME instrument"
"761756";"SMEInst-12-2016-2017";"New business models for inclusive, innovative and reflective societies"
"652938";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"808146";"SMEInst-07-2016-2017";"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
"851896";"ERC-2019-STG";"ERC Starting Grant"
"950964";"EIC-FTI-2018-2020";"Fast Track to Innovation (FTI)"
"782809";"SMEInst-09-2016-2017";"Stimulating the innovation potential of SMEs for a low carbon and efficient energy system"
"873306";"EIC-SMEInst-2018-2020";"SME instrument"
"894403";"MSCA-IF-2019";"Individual Fellowships"
"780460";"ICT-32-2017";"Startup Europe for Growth and Innovation Radar"
"687613";"ICT-27-2015";"Photonics KET"
"756150";"SMEInst-08-2016-2017";"Supporting SMEs efforts for the development - deployment and market replication of innovative solutions for blue growth"
"793962";"MSCA-IF-2017";"Individual Fellowships"
"696226";"SC5-20-2015-1";"Boosting the potential of small businesses for eco-innovation and a sustainable supply of raw materials"
"696364";"ISIB-02-2015";"Closing the research and innovation divide: the crucial role of innovation support services and knowledge exchange"
"825936";"ERC-2018-PoC";"ERC Proof of Concept Grant"
"675731";"MSCA-ITN-2015-EID";"Marie Skłodowska-Curie Innovative Training Networks (ITN-EID)"
"712646";"IT-1-2015-1";"Small business innovation research for Transport"
"867426";"WF-01-2018";"Widening Fellowships"
"877456";"EIC-SMEInst-2018-2020";"SME instrument"
"727895";"RUR-10-2016-2017";"Thematic Networks compiling knowledge ready for practice"
"876252";"EIC-SMEInst-2018-2020";"SME instrument"
"739254";"SMEInst-07-2016-2017";"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
"966795";"ERC-2020-POC";"Call for proposals for ERC Proof of Concept Grant"
"796790";"MSCA-IF-2017";"Individual Fellowships"
"727201";"SFS-42-2016";"Promoting food and nutrition security and sustainable agriculture in Africa: the role of innovation"
"732278";"ICT-21-2016";"Support technology transfer to the creative industries"
"685317";"NMP-25-2015";"Accelerating the uptake of nanotechnologies, advanced materials or advanced manufacturing and processing technologies by SMEs"
"711269";"PHC-12-2015";"Clinical research for the validation of biomarkers and/or diagnostic medical devices"
"808697";"SMEInst-09-2016-2017";"Stimulating the innovation potential of SMEs for a low carbon and efficient energy system"
"858382";"EIC-SMEInst-2018-2020";"SME instrument"
"883055";"EIC-SMEInst-2018-2020";"SME instrument"
"763805";"WIDESPREAD-04-2017";"Teaming Phase 1"
"836278";"EIC-SMEInst-2018-2020";"SME instrument"
"727114";"CO-CREATION-08-2016-2017";"Better integration of evidence on the impact of research and innovation in policy making"
"783717";"SMEInst-11-2016-2017";"Boosting the potential of small businesses in the areas of climate action, environment, resource efficiency and raw materials"
"727368";"RUR-10-2016-2017";"Thematic Networks compiling knowledge ready for practice"
"888285";"EIC-SMEInst-2018-2020";"SME instrument"
"691728";"LCE-03-2015";"Demonstration of renewable electricity and heating/cooling technologies"
"809276";"SMEInst-09-2016-2017";"Stimulating the innovation potential of SMEs for a low carbon and efficient energy system"
"828200";"EIC-SMEInst-2018-2020";"SME instrument"
"676529";"INFRADEV-3-2015";"Individual implementation and operation of ESFRI projects"
"768292";"SMEInst-09-2016-2017";"Stimulating the innovation potential of SMEs for a low carbon and efficient energy system"
"696069";"EE-10-2015";"Consumer engagement for sustainable energy"
"815526";"EIC-SMEInst-2018-2020";"SME instrument"
"684499";"IT-1-2015-1";"Small business innovation research for Transport"
"750531";"MSCA-IF-2016";"Individual Fellowships"
"877324";"EIC-SMEInst-2018-2020";"SME instrument"
"734141";"SESAR.IR-VLD.Wave1-19-2015";"CWP - HMI"
"731246";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"677199";"ERC-StG-2015";"ERC Starting Grant"
"709175";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"726072";"ERC-2016-COG";"ERC Consolidator Grant"
"887791";"EIC-SMEInst-2018-2020";"SME instrument"
"811181";"IBA-SC6-Nexus-2017";"Analysing the R&I productivity-inequality nexus"
"822781";"TRANSFORMATIONS-14-2018";"Supply and demand-oriented economic policies to boost robust growth in Europe – Addressing the social and economic challenges in Europe"
"701717";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"877580";"EIC-SMEInst-2018-2020";"SME instrument"
"729061";"SMEInst-02-2016-2017";"Accelerating the uptake of nanotechnologies advanced materials or advanced manufacturing and processing technologies by SMEs"
"695744";"ERC-ADG-2015";"ERC Advanced Grant"
"799093";"MSCA-IF-2017";"Individual Fellowships"
"751622";"MSCA-IF-2016";"Individual Fellowships"
"828110";"EIC-SMEInst-2018-2020";"SME instrument"
"828092";"EIC-SMEInst-2018-2020";"SME instrument"
"734713";"MSCA-RISE-2016";"Research and Innovation Staff Exchange"
"759188";"ERC-2017-STG";"ERC Starting Grant"
"669746";"ERC-ADG-2014";"ERC Advanced Grant"
"774716";"SMEInst-07-2016-2017";"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
"868847";"EIC-SMEInst-2018-2020";"SME instrument"
"805668";"INNOSUP-05-2016-2017";"Peer learning of innovation agencies"
"723828";"FOF-04-2016";"Continuous adaptation of work environments with changing levels of automation in evolving production systems"
"965546";"EIC-FTI-2018-2020";"Fast Track to Innovation (FTI)"
"840047";"MSCA-IF-2018";"Individual Fellowships"
"791476";"SMEInst-06-2016-2017";"Accelerating market introduction of ICT solutions for Health, Well-Being and Ageing Well"
"784167";"SMEInst-02-2016-2017";"Accelerating the uptake of nanotechnologies advanced materials or advanced manufacturing and processing technologies by SMEs"
"662771";"NMP-25-2014-1";"Accelerating the uptake of nanotechnologies, advanced materials or advanced manufacturing and processing technologies by SMEs"
"854624";"EIC-SMEInst-2018-2020";"SME instrument"
"635750";"SFS-04-2014";"Soil quality and function"
"858898";"EIC-SMEInst-2018-2020";"SME instrument"
"848031";"SC1-BHC-22-2019";"Mental health in the workplace"
"871237";"ICT-10-2019-2020";"Robotics Core Technology"
"823871";"MSCA-RISE-2018";"Research and Innovation Staff Exchange"
"866646";"EIC-SMEInst-2018-2020";"SME instrument"
"731846";"ICT-06-2016";"Cloud Computing"
"701550";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"672626";"SIE-01-2014-1";"Stimulating the innovation potential of SMEs for a low carbon energy system"
"874451";"EIC-SMEInst-2018-2020";"SME instrument"
"869383";"LC-CLA-07-2019";"The changing cryosphere: uncertainties, risks and opportunities"
"675121";"EINFRA-9-2015";"e-Infrastructures for virtual research environments (VRE)"
"837298";"EIC-SMEInst-2018-2020";"SME instrument"
"648398";"ERC-CoG-2014";"ERC Consolidator Grant"
"681605";"ERC-CoG-2015";"ERC Consolidator Grant"
"887705";"EIC-SMEInst-2018-2020";"SME instrument"
"742074";"H2020-SGA2-EEN";"H2020 2D CONSULTATION EEN"
"707652";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"896598";"MSCA-IF-2019";"Individual Fellowships"
"744916";"SMEInst-07-2016-2017";"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
"669062";"WIDESPREAD-2-2014";"ERA Chairs"
"844431";"MSCA-IF-2018";"Individual Fellowships"
"898949";"MSCA-IF-2019";"Individual Fellowships"
"664599";"WIDESPREAD-1-2014";"Teaming"
"712120";"DRS-17-2015-1";"Critical infrastructure protection topic 7: SME instrument topic: Protection of Urban soft targets and critical infrastructures"
"762135";"IBA-SC6-INNOVA-2016";"Econometric analyses and indicators on the impact of R&I"
"635557";"BIOTEC-4-2014";"Downstream processes unlocking biotechnological transformations"
"780832";"ICT-31-2017";"Micro- and nanoelectronics technologies"
"101033236";"MSCA-IF-2020";"Individual Fellowships"
"818431";"LC-SFS-03-2018";"Microbiome applications for sustainable food systems"
"663811";"SIE-01-2014-1";"Stimulating the innovation potential of SMEs for a low carbon energy system"
"704335";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"829615";"EIC-SMEInst-2018-2020";"SME instrument"
"719885";"SIE-01-2015-1";"Stimulating the innovation potential of SMEs for a low carbon energy system"
"868645";"EIC-SMEInst-2018-2020";"SME instrument"
"101000162";"ICT-50-2020";"Software Technologies"
"889000";"EIC-SMEInst-2018-2020";"SME instrument"
"644018";"ICT-09-2014";"Tools and Methods for Software Development"
"643963";"ICT-09-2014";"Tools and Methods for Software Development"
"747718";"MSCA-IF-2016";"Individual Fellowships"
"719554";"PHC-12-2015-1";"Clinical research for the validation of biomarkers and/or diagnostic medical devices"
"703115";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"774124";"SFS-27-2017";"Permanent grassland – farming systems and policies"
"837451";"EIC-SMEInst-2018-2020";"SME instrument"
"696335";"SFS-08-2015-1";"Resource-efficient eco-innovative food production and processing"
"661739";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"895890";"MSCA-IF-2019";"Individual Fellowships"
"741316";"MSCA-IF-2016";"Individual Fellowships"
"877334";"EIC-SMEInst-2018-2020";"SME instrument"
"778030";"SMEInst-07-2016-2017";"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
"858247";"EIC-SMEInst-2018-2020";"SME instrument"
"651167";"SFS-08-2014-1";"Resource-efficient eco-innovative food production and processing"
"812777";"MSCA-ITN-2018";"Innovative Training Networks"
"699328";"Sesar-08-2015";"Communication,Navigation and Surveillance (CNS)"
"697335";"SFS-08-2015-1";"Resource-efficient eco-innovative food production and processing"
"656822";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"775297";"SMEInst-11-2016-2017";"Boosting the potential of small businesses in the areas of climate action, environment, resource efficiency and raw materials"
"860555";"MSCA-ITN-2019";"Innovative Training Networks"
"660022";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"816638";"ERC-2018-COG";"ERC Consolidator Grant"
"101011217";"H2020-EIC-SMEInst-2020-4";"H2020-EIC Accelerator pilot –SME Instrument - Green Deal"
"878069";"EIC-SMEInst-2018-2020";"SME instrument"
"850932";"ERC-2019-STG";"ERC Starting Grant"
"892431";"MSCA-IF-2019";"Individual Fellowships"
"836207";"EIC-SMEInst-2018-2020";"SME instrument"
"644869";"ICT-09-2014";"Tools and Methods for Software Development"
"637632";"COMPET-05-2014";"In-Orbit demonstration/Validation (IOD/IOV)"
"684528";"SIE-01-2015-1";"Stimulating the innovation potential of SMEs for a low carbon energy system"
"756943";"SMEInst-07-2016-2017";"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
"830085";"EIC-SMEInst-2018-2020";"SME instrument"
"833936";"EIC-SMEInst-2018-2020";"SME instrument"
"789049";"ERC-2017-ADG";"ERC Advanced Grant"
"681043";"HCO-17-2015";"Towards sustainability and globalisation of the Joint Programming Initiative on Neurodegenerative Diseases"
"101024030";"MSCA-IF-2020";"Individual Fellowships"
"865127";"ERC-2019-COG";"ERC Consolidator Grant"
"666312";"ICT-37-2014";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"761145";"NMBP-22-2017";"Business models and industrial strategies supporting novel supply chains for innovative product-services"
"658400";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"723277";"FOF-04-2016";"Continuous adaptation of work environments with changing levels of automation in evolving production systems"
"650655";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"841283";"MSCA-IF-2018";"Individual Fellowships"
"845551";"MSCA-IF-2018";"Individual Fellowships"
"873915";"EIC-SMEInst-2018-2020";"SME instrument"
"884133";"EIC-SMEInst-2018-2020";"SME instrument"
"818309";"CE-RUR-08-2018-2019-2020";"Closing nutrient cycles"
"747191";"MSCA-IF-2016";"Individual Fellowships"
"703978";"MSCA-IF-2015-GF";"Marie Skłodowska-Curie Individual Fellowships (IF-GF)"
"853719";"EIC-FTI-2018-2020";"Fast Track to Innovation (FTI)"
"835201";"ERC-2018-ADG";"ERC Advanced Grant"
"895107";"MSCA-IF-2019";"Individual Fellowships"
"877741";"EIC-SMEInst-2018-2020";"SME instrument"
"779786";"ICT-31-2017";"Micro- and nanoelectronics technologies"
"762187";"SMEInst-07-2016-2017";"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
"797338";"MSCA-IF-2017";"Individual Fellowships"
"727073";"CO-CREATION-08-2016-2017";"Better integration of evidence on the impact of research and innovation in policy making"
"728455";"SMEInst-02-2016-2017";"Accelerating the uptake of nanotechnologies advanced materials or advanced manufacturing and processing technologies by SMEs"
"954321";"EIC-SMEInst-2018-2020";"SME instrument"
"797467";"MSCA-IF-2017";"Individual Fellowships"
"101009840";"H2020-EIC-SMEInst-2020-4";"H2020-EIC Accelerator pilot –SME Instrument - Green Deal"
"819139";"ERC-2018-COG";"ERC Consolidator Grant"
"727872";"RUR-10-2016-2017";"Thematic Networks compiling knowledge ready for practice"
"732223";"ICT-10-2016";"Software Technologies"
"952872";"LC-SC3-RES-28-2018-2019-2020";"Market Uptake support"
"894188";"MSCA-IF-2019";"Individual Fellowships"
"899921";"ERC-2019-POC";"ERC Proof of Concept Grant"
"718772";"SIE-01-2015-1";"Stimulating the innovation potential of SMEs for a low carbon energy system"
"732204";"ICT-01-2016";"Smart Cyber-Physical Systems"
"705366";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"690492";"PHC-27-2015";"Self-management of health and disease and patient empowerment supported by ICT"
"958417";"DT-FOF-07-2020";"Assembly of micro parts (RIA)"
"762082";"SMEInst-07-2016-2017";"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
"773501";"RUR-10-2016-2017";"Thematic Networks compiling knowledge ready for practice"
"867397";"EIC-SMEInst-2018-2020";"SME instrument"
"687880";"ICT-27-2015";"Photonics KET"
"705408";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"695300";"ERC-ADG-2015";"ERC Advanced Grant"
"945542";"CS2-GAM-2020-FRC";"Fast Rotorcraft ITD GAM 2020"
"101022870";"MSCA-IF-2020";"Individual Fellowships"
"779318";"SC1-HCO-07-2017";"Global Alliance for Chronic Diseases (GACD) prevention and management of mental disorders"
"737417";"ECSEL-2016-2";"ECSEL Key Applications and Essential Technologies (IA)"
"963987";"ERC-2020-POC";"Call for proposals for ERC Proof of Concept Grant"
"729186";"SMEInst-02-2016-2017";"Accelerating the uptake of nanotechnologies advanced materials or advanced manufacturing and processing technologies by SMEs"
"756656";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
